13196 19752 18042 
13198 19754 18043 
13205 19754 18045 
13208 19754 18042 
13210 19754 18048 
13211 19752 18050 
13213 19758 18048 
13216 19754 18053 
13223 19755 18050 
13226 19760 18052 
13228 19756 18056 
13233 19759 18058 
13234 19755 18054 
13237 19757 18052 
13241 19757 18056 
13244 19758 18058 
13243 19758 18059 
13250 19763 18062 
13253 19762 18064 
13257 19757 18064 
13256 19762 18061 
13260 19763 18069 
13261 19762 18073 
13267 19764 18070 
13270 19768 18072 
13273 19766 18075 
13276 19766 18075 
13278 19762 18075 
13279 19768 18075 
13285 19767 18076 
13289 19768 18080 
13290 19774 18080 
13293 19768 18086 
13298 19768 18085 
13297 19770 18082 
13303 19769 18085 
13308 19774 18088 
13314 19770 18091 
13313 19774 18096 
13317 19776 18099 
13321 19776 18090 
13323 19774 18096 
13327 19776 18097 
13326 19774 18101 
13330 19781 18099 
13337 19778 18102 
13338 19776 18100 
13341 19778 18098 
13343 19774 18104 
13345 19778 18100 
13350 19778 18102 
13352 19774 18102 
13353 19778 18107 
13356 19776 18101 
13356 19771 18098 
13358 19770 18094 
13358 19770 18091 
13354 19768 18089 
13355 19768 18088 
13355 19762 18087 
13355 19762 18081 
13350 19755 18076 
13348 19748 18064 
13339 19745 18059 
13331 19738 18060 
13329 19738 18053 
13322 19740 18045 
13314 19734 18040 
13302 19732 18032 
13289 19724 18025 
13281 19718 18021 
13269 19718 18014 
13258 19716 18010 
13246 19713 18003 
13236 19710 17994 
13220 19708 17993 
13211 19694 17981 
13193 19695 17978 
13177 19700 17975 
13169 19693 17972 
13154 19691 17968 
13141 19684 17965 
13123 19688 17958 
13113 19680 17953 
13098 19678 17949 
13086 19684 17946 
13073 19680 17944 
13060 19675 17938 
13049 19678 17936 
13034 19674 17928 
13023 19670 17928 
13011 19670 17924 
13001 19664 17928 
12992 19665 17923 
12981 19669 17920 
12972 19662 17917 
12962 19662 17913 
12952 19661 17912 
12943 19658 17908 
12938 19661 17905 
12931 19660 17908 
12924 19656 17904 
12917 19660 17903 
12908 19652 17904 
12902 19658 17893 
12894 19656 17896 
12890 19656 17897 
12889 19654 17899 
12882 19651 17897 
12877 19653 17893 
12873 19650 17893 
12865 19651 17889 
12858 19653 17889 
12860 19649 17890 
12857 19648 17890 
12854 19649 17893 
12849 19652 17892 
12846 19646 17889 
12843 19648 17883 
12840 19641 17888 
12837 19647 17888 
12833 19650 17890 
12833 19648 17891 
12833 19650 17889 
12827 19644 17888 
12825 19644 17886 
12823 19646 17888 
12820 19648 17887 
12823 19648 17891 
12822 19649 17889 
12818 19648 17894 
12814 19652 17890 
12814 19649 17888 
12815 19648 17888 
12814 19649 17892 
12818 19654 17895 
12816 19648 17895 
12817 19652 17895 
12817 19655 17892 
12814 19652 17897 
12816 19652 17896 
12816 19654 17902 
12818 19660 17901 
12823 19656 17903 
12825 19662 17904 
12827 19658 17901 
12823 19655 17909 
12825 19662 17910 
12831 19663 17905 
12833 19660 17910 
12836 19664 17915 
12840 19664 17912 
12838 19659 17914 
12842 19666 17914 
12844 19664 17915 
12849 19671 17915 
12849 19672 17918 
12852 19670 17918 
12856 19668 17925 
12855 19669 17920 
12860 19670 17920 
12861 19670 17923 
12863 19670 17924 
12865 19670 17929 
12867 19674 17929 
12873 19672 17929 
12874 19672 17926 
12870 19672 17925 
12876 19668 17933 
12876 19673 17934 
12885 19673 17935 
12878 19674 17931 
12881 19675 17932 
12882 19670 17928 
12885 19674 17934 
12886 19672 17930 
12887 19674 17933 
12889 19675 17937 
12890 19673 17937 
12886 19672 17937 
12890 19671 17933 
12894 19672 17934 
12892 19676 17935 
12892 19674 17939 
12897 19676 17944 
12900 19673 17940 
12897 19672 17938 
12904 19677 17940 
12899 19674 17938 
12901 19678 17939 
12906 19674 17942 
12905 19680 17946 
12910 19680 17942 
12910 19681 17947 
12914 19680 17942 
12911 19675 17944 
12911 19672 17947 
12911 19680 17952 
12917 19682 17948 
12918 19682 17952 
12917 19684 17952 
12921 19678 17952 
12921 19681 17947 
12925 19683 17956 
12926 19683 17958 
12929 19685 17960 
12929 19687 17962 
12933 19685 17957 
12937 19685 17958 
12936 19688 17963 
12939 19686 17960 
12939 19688 17963 
12945 19687 17966 
12948 19688 17965 
12949 19693 17965 
12948 19688 17965 
12952 19693 17969 
12956 19688 17970 
12956 19695 17970 
12961 19694 17972 
12963 19690 17978 
12967 19694 17978 
12968 19690 17976 
12968 19693 17980 
12972 19696 17977 
12981 19693 17984 
12980 19702 17986 
12985 19702 17990 
12987 19699 17983 
12988 19698 17983 
12991 19697 17986 
12993 19698 17989 
12996 19700 17990 
13004 19702 17993 
13005 19706 17991 
13009 19706 17994 
13008 19704 17998 
13013 19702 17992 
13014 19704 18000 
13019 19706 18004 
13030 19710 18004 
13027 19713 18001 
13027 19712 18007 
13032 19708 18005 
13036 19706 18011 
13038 19706 18011 
13041 19713 18010 
13049 19712 18017 
13049 19713 18016 
13053 19714 18017 
13052 19709 18016 
13057 19717 18016 
13061 19713 18020 
13067 19716 18018 
13067 19719 18024 
13073 19721 18024 
13072 19719 18027 
13077 19719 18026 
13081 19717 18026 
13083 19722 18028 
13089 19722 18033 
13091 19718 18038 
13098 19722 18038 
13097 19722 18035 
13102 19724 18035 
13103 19723 18035 
13108 19722 18040 
13109 19727 18040 
13115 19728 18042 
13119 19729 18045 
13123 19726 18046 
13122 19729 18046 
13127 19729 18049 
13131 19732 18048 
13136 19730 18052 
13140 19734 18051 
13142 19737 18054 
13142 19732 18056 
13147 19737 18056 
13149 19732 18054 
13155 19733 18058 
13156 19736 18058 
13160 19739 18062 
13163 19734 18068 
13169 19738 18068 
13171 19736 18063 
13173 19738 18065 
13175 19739 18069 
13178 19739 18072 
13182 19744 18072 
13188 19744 18072 
13190 19744 18073 
13193 19742 18072 
13194 19742 18074 
13195 19741 18080 
13203 19748 18077 
13206 19745 18079 
13211 19749 18084 
13211 19748 18088 
13216 19746 18086 
13217 19746 18080 
13221 19746 18087 
13227 19751 18086 
13232 19752 18088 
13233 19746 18091 
13231 19753 18093 
13238 19750 18090 
13239 19752 18088 
13244 19751 18093 
13245 19752 18094 
13250 19752 18094 
13252 19751 18096 
13253 19749 18094 
13257 19751 18090 
13255 19748 18090 
13259 19748 18090 
13259 19743 18091 
13262 19749 18085 
13263 19745 18082 
13261 19739 18079 
13259 19736 18074 
13256 19729 18069 
13254 19729 18064 
13253 19722 18059 
13246 19724 18058 
13238 19720 18053 
13234 19710 18043 
13225 19705 18032 
13215 19707 18027 
13206 19708 18025 
13195 19697 18017 
13191 19696 18008 
13177 19690 18008 
13166 19689 18000 
13153 19686 17990 
13138 19681 17988 
13131 19680 17988 
13117 19677 17980 
13104 19675 17974 
13091 19672 17972 
13077 19668 17962 
13059 19662 17959 
13047 19663 17952 
13037 19656 17953 
13023 19662 17946 
13009 19659 17941 
12999 19654 17940 
12985 19651 17939 
12969 19644 17934 
12961 19649 17930 
12947 19648 17930 
12939 19650 17928 
12931 19648 17925 
12918 19643 17923 
12905 19640 17920 
12895 19642 17917 
12886 19639 17914 
12883 19641 17912 
12876 19642 17909 
12870 19640 17913 
12861 19640 17906 
12853 19635 17904 
12847 19635 17901 
12841 19633 17902 
12836 19632 17901 
12828 19628 17904 
12827 19633 17898 
12821 19629 17897 
12815 19632 17892 
12812 19631 17894 
12806 19630 17896 
12802 19629 17892 
12799 19627 17892 
12795 19630 17895 
12793 19628 17892 
12791 19626 17892 
12786 19630 17888 
12779 19624 17892 
12777 19632 17888 
12778 19629 17888 
12778 19628 17889 
12773 19627 17895 
12773 19629 17888 
12770 19629 17889 
12767 19629 17888 
12769 19626 17888 
12763 19627 17893 
12763 19627 17889 
12761 19629 17888 
12762 19629 17890 
12761 19625 17888 
12759 19629 17890 
12761 19632 17896 
12757 19629 17896 
12761 19633 17892 
12762 19634 17896 
12763 19634 17895 
12759 19631 17899 
12760 19636 17898 
12767 19637 17899 
12771 19636 17899 
12769 19637 17904 
12768 19638 17908 
12769 19635 17908 
12770 19638 17905 
12773 19642 17908 
12777 19640 17908 
12779 19644 17912 
12782 19642 17918 
12783 19640 17913 
12788 19642 17914 
12786 19644 17915 
12791 19648 17918 
12790 19648 17919 
12795 19648 17924 
12796 19648 17924 
12798 19655 17923 
12804 19650 17925 
12802 19646 17924 
12802 19648 17928 
12809 19650 17928 
12809 19651 17927 
12812 19654 17928 
12815 19653 17928 
12816 19648 17928 
12814 19650 17929 
12816 19651 17928 
12822 19656 17934 
12823 19656 17932 
12825 19653 17932 
12823 19652 17932 
12828 19650 17928 
12823 19656 17928 
12827 19652 17930 
12833 19654 17936 
12831 19652 17933 
12833 19659 17936 
12836 19656 17938 
12835 19656 17932 
12836 19652 17932 
12836 19654 17937 
12837 19650 17937 
12839 19653 17937 
12842 19661 17940 
12841 19657 17937 
12841 19654 17940 
12841 19651 17938 
12844 19656 17941 
12846 19660 17941 
12847 19660 17946 
12849 19659 17944 
12849 19658 17944 
12850 19660 17944 
12850 19658 17943 
12854 19658 17944 
12855 19662 17944 
12857 19661 17944 
12859 19660 17950 
12861 19661 17947 
12860 19659 17950 
12858 19663 17946 
12865 19662 17949 
12867 19662 17947 
12868 19660 17958 
12873 19667 17956 
12874 19667 17954 
12873 19665 17956 
12875 19664 17957 
12876 19667 17960 
12882 19669 17960 
12885 19670 17963 
12888 19668 17962 
12889 19672 17963 
12892 19672 17960 
12892 19664 17969 
12894 19670 17970 
12898 19672 17968 
12901 19677 17974 
12906 19674 17970 
12908 19674 17976 
12910 19676 17977 
12911 19674 17974 
12913 19672 17973 
12918 19680 17977 
12924 19674 17984 
12921 19677 17985 
12924 19682 17986 
12929 19677 17985 
12929 19681 17984 
12934 19682 17986 
12942 19683 17994 
12945 19686 17990 
12945 19684 17994 
12948 19685 17992 
12953 19685 17992 
12953 19690 17993 
12952 19688 17996 
12958 19688 18000 
12967 19687 18001 
12969 19690 18004 
12970 19692 18002 
12972 19690 18002 
12973 19691 18008 
12980 19690 18002 
12983 19695 18007 
12985 19695 18011 
12987 19694 18016 
12993 19696 18010 
12999 19694 18010 
12998 19691 18012 
13004 19697 18014 
13005 19701 18015 
13007 19696 18030 
13013 19700 18023 
13015 19699 18020 
13019 19704 18021 
13023 19702 18023 
13023 19698 18029 
13029 19701 18029 
13030 19704 18030 
13038 19706 18031 
13038 19709 18032 
13042 19707 18032 
13047 19706 18031 
13049 19706 18032 
13051 19706 18034 
13055 19713 18040 
13061 19714 18041 
13059 19710 18047 
13065 19707 18040 
13068 19710 18043 
13073 19712 18042 
13079 19717 18048 
13082 19716 18048 
13084 19712 18058 
13084 19718 18052 
13089 19718 18048 
13092 19713 18054 
13096 19716 18053 
13099 19714 18058 
13102 19721 18056 
13106 19722 18059 
13109 19725 18061 
13109 19716 18060 
13113 19717 18066 
13118 19715 18065 
13124 19728 18065 
13126 19725 18069 
13131 19727 18068 
13131 19721 18072 
13136 19720 18072 
13138 19728 18068 
13143 19726 18067 
13143 19728 18073 
13145 19725 18073 
13153 19730 18075 
13155 19729 18074 
13156 19729 18075 
13157 19733 18078 
13162 19728 18076 
13162 19729 18080 
13170 19726 18078 
13171 19733 18080 
13173 19731 18080 
13175 19728 18080 
13175 19732 18081 
13178 19728 18081 
13184 19729 18082 
13187 19732 18081 
13189 19729 18085 
13186 19729 18081 
13186 19722 18075 
13189 19718 18075 
13189 19718 18070 
13189 19725 18068 
13187 19718 18065 
13187 19714 18066 
13185 19707 18059 
13185 19707 18049 
13174 19701 18042 
13172 19700 18042 
13164 19695 18038 
13161 19688 18030 
13150 19687 18020 
13139 19681 18016 
13124 19680 18005 
13115 19671 18000 
13105 19668 17992 
13093 19664 17992 
13086 19666 17985 
13067 19660 17980 
13055 19654 17971 
13039 19650 17963 
13024 19648 17958 
13010 19648 17954 
12996 19643 17947 
12987 19641 17946 
12965 19640 17938 
12952 19634 17935 
12935 19630 17929 
12921 19632 17920 
12908 19628 17924 
12891 19624 17914 
12880 19624 17910 
12866 19620 17913 
12850 19622 17906 
12837 19618 17899 
12825 19614 17893 
12813 19614 17895 
12805 19611 17890 
12789 19609 17890 
12779 19611 17889 
12768 19608 17881 
12758 19606 17880 
12748 19608 17873 
12738 19607 17874 
12732 19603 17874 
12724 19602 17867 
12713 19600 17869 
12708 19602 17868 
12697 19595 17857 
12690 19593 17862 
12688 19597 17859 
12682 19597 17858 
12677 19598 17854 
12667 19597 17857 
12659 19592 17854 
12655 19590 17853 
12651 19592 17853 
12646 19591 17848 
12638 19590 17844 
12632 19592 17849 
12628 19587 17847 
12623 19586 17847 
12617 19594 17843 
12615 19586 17841 
12609 19586 17841 
12603 19584 17843 
12605 19587 17844 
12606 19585 17839 
12599 19586 17839 
12592 19584 17835 
12589 19584 17835 
12585 19581 17838 
12586 19583 17837 
12581 19587 17838 
12577 19586 17838 
12574 19585 17839 
12571 19582 17836 
12572 19584 17834 
12571 19585 17835 
12569 19585 17835 
12569 19590 17839 
12565 19589 17839 
12567 19580 17840 
12561 19588 17835 
12565 19588 17840 
12563 19586 17837 
12566 19587 17843 
12563 19589 17849 
12567 19589 17846 
12568 19594 17844 
12561 19592 17845 
12566 19590 17848 
12569 19588 17848 
12569 19589 17850 
12572 19594 17850 
12574 19596 17851 
12572 19596 17852 
12574 19594 17855 
12574 19594 17858 
12579 19596 17856 
12580 19599 17856 
12583 19598 17861 
12586 19598 17861 
12583 19597 17861 
12588 19596 17857 
12586 19602 17861 
12590 19602 17862 
12595 19598 17864 
12596 19605 17868 
12596 19600 17866 
12596 19602 17867 
12601 19604 17863 
12602 19605 17865 
12604 19601 17867 
12606 19601 17872 
12606 19601 17868 
12610 19606 17871 
12610 19600 17870 
12609 19604 17869 
12610 19604 17868 
12612 19604 17873 
12613 19606 17870 
12616 19607 17876 
12616 19606 17872 
12619 19604 17872 
12620 19602 17876 
12618 19604 17870 
12622 19606 17872 
12622 19608 17872 
12624 19606 17878 
12623 19608 17877 
12624 19602 17882 
12626 19606 17876 
12626 19605 17874 
12629 19608 17872 
12632 19608 17878 
12630 19601 17885 
12633 19609 17880 
12632 19610 17882 
12634 19606 17883 
12636 19608 17881 
12636 19609 17881 
12639 19611 17886 
12641 19610 17887 
12641 19610 17886 
12644 19611 17888 
12644 19611 17882 
12646 19610 17895 
12648 19611 17890 
12650 19614 17890 
12654 19614 17893 
12656 19616 17892 
12657 19611 17897 
12657 19613 17898 
12659 19614 17897 
12663 19620 17897 
12665 19620 17898 
12667 19624 17902 
12670 19612 17909 
12673 19620 17900 
12673 19622 17902 
12676 19624 17906 
12682 19622 17912 
12686 19630 17907 
12690 19624 17912 
12694 19626 17910 
12693 19627 17912 
12695 19621 17914 
12698 19625 17915 
12700 19628 17917 
12705 19626 17920 
12707 19630 17920 
12712 19630 17922 
12710 19627 17920 
12715 19626 17927 
12718 19629 17922 
12724 19627 17924 
12725 19633 17928 
12729 19637 17929 
12729 19634 17931 
12735 19634 17930 
12732 19635 17928 
12740 19635 17930 
12746 19640 17937 
12741 19639 17938 
12751 19637 17944 
12754 19638 17942 
12755 19640 17940 
12760 19645 17940 
12762 19640 17943 
12766 19641 17943 
12769 19640 17952 
12774 19648 17951 
12778 19646 17953 
12779 19644 17947 
12778 19645 17953 
12786 19646 17955 
12794 19648 17956 
12791 19648 17956 
12795 19653 17963 
12801 19649 17963 
12804 19646 17959 
12806 19647 17957 
12809 19651 17963 
12813 19654 17965 
12817 19656 17965 
12820 19659 17968 
12825 19653 17969 
12827 19653 17967 
12828 19653 17971 
12833 19658 17974 
12837 19656 17974 
12842 19656 17978 
12844 19656 17981 
12850 19662 17979 
12848 19661 17981 
12853 19657 17982 
12858 19662 17981 
12861 19659 17987 
12866 19662 17988 
12869 19668 17989 
12872 19668 17993 
12874 19661 17988 
12879 19664 17987 
12882 19665 17992 
12883 19668 17992 
12887 19669 17997 
12894 19669 17996 
12897 19670 17994 
12897 19668 18001 
12898 19668 17998 
12903 19672 18000 
12910 19669 18002 
12914 19670 18001 
12917 19672 18009 
12918 19674 18010 
12923 19675 18008 
12924 19672 18005 
12927 19672 18009 
12930 19680 18011 
12933 19675 18014 
12939 19680 18018 
12939 19680 18016 
12939 19676 18010 
12943 19673 18012 
12946 19676 18016 
12951 19678 18018 
12957 19677 18019 
12960 19677 18018 
12962 19676 18024 
12961 19676 18017 
12961 19672 18022 
12962 19674 18016 
12968 19674 18015 
12969 19672 18014 
12972 19672 18010 
12969 19669 18008 
12966 19665 18001 
12964 19660 17995 
12961 19662 17990 
12959 19654 17986 
12954 19656 17984 
12945 19648 17976 
12941 19643 17968 
12929 19637 17959 
12920 19639 17953 
12910 19627 17947 
12897 19622 17944 
12889 19626 17941 
12881 19622 17932 
12864 19616 17922 
12850 19612 17914 
12837 19604 17908 
12822 19601 17905 
12807 19598 17899 
12791 19605 17896 
12780 19594 17886 
12762 19594 17882 
12746 19586 17875 
12732 19585 17869 
12715 19584 17864 
12702 19581 17864 
12690 19580 17857 
12675 19576 17854 
12662 19576 17846 
12648 19570 17842 
12634 19569 17840 
12619 19563 17837 
12606 19566 17830 
12599 19566 17832 
12586 19563 17830 
12575 19562 17820 
12562 19554 17818 
12553 19554 17814 
12546 19553 17818 
12538 19550 17810 
12526 19552 17807 
12517 19551 17807 
12513 19552 17804 
12496 19544 17802 
12489 19541 17798 
12483 19545 17796 
12479 19546 17793 
12470 19545 17794 
12461 19544 17791 
12455 19541 17791 
12448 19540 17784 
12441 19536 17780 
12434 19540 17781 
12428 19536 17779 
12423 19541 17779 
12415 19533 17781 
12410 19536 17777 
12407 19532 17772 
12397 19534 17773 
12394 19530 17775 
12389 19529 17770 
12387 19534 17771 
12383 19534 17768 
12377 19530 17769 
12368 19527 17763 
12363 19525 17761 
12360 19525 17764 
12358 19528 17759 
12354 19527 17763 
12350 19530 17760 
12351 19526 17759 
12345 19522 17759 
12339 19528 17759 
12337 19525 17758 
12336 19528 17762 
12334 19525 17761 
12335 19531 17761 
12331 19524 17765 
12327 19526 17755 
12324 19526 17760 
12327 19528 17762 
12327 19524 17761 
12326 19530 17762 
12327 19528 17763 
12327 19530 17763 
12327 19529 17762 
12325 19531 17765 
12329 19528 17766 
12329 19534 17768 
12329 19534 17772 
12333 19532 17770 
12334 19534 17769 
12332 19534 17768 
12334 19533 17777 
12335 19536 17776 
12337 19540 17778 
12339 19542 17779 
12341 19542 17782 
12345 19538 17779 
12340 19538 17782 
12346 19540 17784 
12350 19539 17781 
12353 19542 17785 
12356 19547 17786 
12357 19542 17789 
12360 19546 17793 
12359 19545 17787 
12364 19547 17789 
12365 19550 17790 
12368 19547 17794 
12369 19549 17793 
12373 19549 17796 
12377 19552 17796 
12377 19549 17795 
12377 19549 17793 
12378 19543 17798 
12385 19548 17800 
12386 19556 17802 
12386 19550 17802 
12385 19554 17800 
12387 19552 17800 
12390 19551 17801 
12394 19552 17801 
12396 19551 17803 
12400 19554 17808 
12397 19556 17806 
12397 19554 17808 
12398 19549 17806 
12400 19552 17803 
12403 19554 17809 
12403 19557 17809 
12405 19557 17814 
12410 19556 17810 
12409 19555 17810 
12410 19556 17809 
12412 19558 17810 
12415 19553 17816 
12416 19551 17819 
12415 19561 17816 
12416 19557 17816 
12421 19562 17816 
12420 19558 17814 
12421 19556 17819 
12425 19558 17818 
12427 19569 17824 
12433 19568 17828 
12435 19565 17822 
12433 19562 17824 
12436 19559 17826 
12439 19562 17826 
12441 19565 17826 
12444 19563 17829 
12449 19566 17831 
12449 19568 17832 
12451 19568 17832 
12452 19568 17833 
12457 19565 17833 
12458 19564 17837 
12462 19571 17841 
12466 19574 17838 
12468 19570 17842 
12475 19571 17837 
12471 19572 17841 
12477 19574 17845 
12479 19574 17847 
12485 19574 17848 
12490 19576 17850 
12489 19577 17853 
12494 19578 17854 
12498 19574 17852 
12498 19576 17851 
12502 19579 17856 
12507 19580 17861 
12514 19580 17862 
12514 19582 17859 
12518 19583 17865 
12517 19586 17858 
12524 19582 17868 
12527 19587 17864 
12532 19586 17865 
12536 19590 17867 
12539 19589 17870 
12543 19592 17875 
12545 19587 17876 
12551 19587 17875 
12554 19592 17876 
12559 19590 17882 
12558 19599 17886 
12565 19596 17885 
12567 19592 17881 
12571 19593 17885 
12571 19594 17886 
12576 19596 17885 
12581 19598 17891 
12588 19600 17894 
12592 19601 17894 
12594 19593 17896 
12594 19600 17894 
12597 19600 17893 
12601 19599 17894 
12607 19605 17898 
12607 19602 17901 
12611 19604 17904 
12619 19602 17904 
12619 19602 17901 
12625 19605 17905 
12629 19611 17906 
12630 19612 17907 
12636 19611 17912 
12641 19611 17913 
12641 19610 17912 
12646 19610 17914 
12649 19610 17917 
12650 19608 17918 
12658 19611 17920 
12661 19613 17921 
12665 19613 17922 
12665 19614 17922 
12668 19616 17927 
12673 19613 17928 
12681 19618 17926 
12682 19619 17929 
12688 19616 17934 
12690 19622 17934 
12693 19621 17933 
12696 19623 17932 
12698 19616 17934 
12704 19624 17940 
12710 19622 17940 
12709 19624 17943 
12714 19622 17944 
12717 19624 17942 
12722 19621 17941 
12722 19622 17942 
12729 19629 17946 
12730 19624 17947 
12735 19627 17950 
12739 19630 17952 
12740 19629 17952 
12746 19634 17950 
12748 19627 17955 
12750 19632 17959 
12759 19630 17957 
12762 19632 17960 
12764 19633 17965 
12764 19635 17960 
12767 19632 17961 
12771 19630 17960 
12776 19632 17966 
12779 19632 17963 
12780 19634 17964 
12783 19629 17967 
12786 19630 17958 
12785 19625 17956 
12785 19626 17958 
12789 19626 17955 
12788 19620 17956 
12788 19622 17946 
12787 19619 17944 
12783 19618 17940 
12779 19616 17930 
12774 19606 17925 
12769 19600 17926 
12760 19602 17913 
12757 19600 17908 
12745 19596 17903 
12737 19589 17896 
12722 19584 17888 
12711 19579 17883 
12700 19577 17874 
12687 19572 17874 
12674 19573 17867 
12660 19565 17859 
12647 19559 17852 
12625 19555 17840 
12613 19553 17837 
12599 19552 17829 
12581 19546 17830 
12565 19544 17830 
12549 19546 17818 
12533 19542 17816 
12515 19537 17806 
12501 19530 17802 
12488 19532 17799 
12473 19529 17795 
12462 19528 17789 
12446 19528 17786 
12428 19520 17781 
12417 19520 17777 
12405 19515 17775 
12398 19518 17767 
12385 19514 17767 
12373 19515 17762 
12364 19514 17760 
12351 19507 17752 
12337 19506 17750 
12331 19507 17748 
12325 19504 17744 
12313 19501 17745 
12308 19498 17741 
12298 19502 17736 
12288 19498 17730 
12279 19496 17731 
12270 19493 17729 
12263 19495 17728 
12256 19494 17726 
12247 19492 17728 
12237 19489 17722 
12234 19488 17709 
12219 19486 17714 
12215 19486 17713 
12210 19483 17713 
12204 19487 17708 
12198 19483 17713 
12195 19483 17706 
12187 19481 17704 
12178 19482 17704 
12175 19480 17700 
12169 19478 17704 
12161 19481 17703 
12161 19478 17703 
12153 19476 17698 
12147 19474 17699 
12142 19474 17690 
12140 19474 17696 
12136 19478 17690 
12129 19476 17692 
12129 19478 17694 
12123 19474 17690 
12119 19474 17686 
12114 19473 17689 
12113 19473 17690 
12108 19474 17686 
12107 19473 17690 
12107 19473 17691 
12103 19474 17688 
12099 19469 17688 
12102 19470 17689 
12097 19471 17696 
12097 19473 17693 
12096 19479 17694 
12098 19476 17693 
12098 19479 17696 
12099 19481 17691 
12095 19476 17696 
12096 19481 17697 
12100 19478 17696 
12102 19485 17701 
12100 19483 17702 
12103 19482 17704 
12105 19482 17697 
12105 19483 17703 
12105 19489 17704 
12111 19484 17702 
12112 19486 17711 
12113 19483 17711 
12116 19488 17712 
12117 19488 17712 
12121 19483 17711 
12123 19492 17713 
12125 19490 17720 
12127 19490 17717 
12129 19497 17721 
12134 19492 17718 
12130 19495 17721 
12134 19493 17720 
12137 19490 17722 
12139 19496 17725 
12141 19501 17722 
12143 19498 17723 
12145 19498 17722 
12146 19495 17728 
12149 19493 17725 
12151 19495 17726 
12151 19495 17730 
